items,quantities,unit_utilities
toothpaste|vinegar,2.1|3.8,3.28|5.47
ice_cream|onion,2.3|2.2,7.82|2.6
hummus|turkey_slices|ice_cream,2.4|4.6|3.4,5.52|6.38|5.59
chips|apple|potato|crackers|bread,4.9|2.2|4.2|3.2|4.7,4.15|1.85|2.34|2.56|1.91
coffee|vegetables,1.1|4.0,7.0|6.63
chicken|turkey_slices|chocolate|orange|muffin,3.1|2.3|2.3|4.7|4.9,13.76|4.11|3.87|2.85|3.72
toothpaste|beef,2.6|1.3,3.32|5.07
banana|toothpaste,2.3|2.1,3.29|7.87
chicken|croissant,4.4|4.5,9.55|4.45
cookies|chocolate,1.2|1.0,2.36|3.8
salt|pretzels,1.1|1.9,6.64|6.44
soap|chicken,1.9|2.1,7.07|5.29
apple|candy|salt|toothpaste|salmon,2.1|1.8|3.3|4.6|1.1,2.33|3.33|5.82|3.95|6.14
orange|crackers|detergent|flour,3.7|1.6|4.5|4.0,2.49|6.18|9.58|4.66
cake|cereal|ham|nuts,3.9|2.2|2.2|4.4,2.16|2.36|8.08|2.97
candy|soap|apple|berries|tea,3.6|2.9|4.9|1.3|1.7,3.25|10.77|1.64|3.12|11.78
oil|wine,3.6|3.6,4.17|3.36
muffin|paper_towels,4.6|4.0,4.48|5.77
salt|bread|onion|flour|bagel,1.7|3.5|3.6|2.1|1.8,7.27|4.36|3.77|7.53|3.01
croissant|beer|toothpaste|cheese,2.0|4.6|4.7|4.8,5.95|4.92|11.02|7.8
water|beef|apple|toothpaste|turkey,1.6|3.3|1.6|4.2|3.3,11.36|6.95|2.88|5.8|10.8
rice|yogurt|soda,1.9|4.6|4.8,2.43|6.05|4.95
paper_towels|onion,2.2|1.9,4.71|2.84
coffee|tomato|salmon|milk,2.6|4.6|3.5|4.6,2.48|3.53|14.17|5.57
croissant|cheese,4.0|1.2,4.33|5.97
cake|oil|candy|sugar,3.9|1.2|4.4|4.4,3.57|4.63|6.3|1.88
cheese|pasta|dinner|detergent|crackers,3.2|4.6|4.4|3.3|1.4,3.6|7.23|5.71|9.13|4.1
turkey_slices|onion|juice|chocolate|bread,1.8|3.8|1.6|2.5|3.2,9.27|1.43|6.58|2.07|5.18
muffin|butter|toilet_paper|chicken|chips,4.9|4.1|3.9|1.1|1.5,3.84|5.6|8.41|14.89|6.07
tuna|paper_towels|cake,3.7|2.2|1.6,5.72|6.27|1.54
coffee|onion|potato|cream|crackers,2.9|1.7|1.6|1.0|3.8,1.86|3.44|2.62|6.1|4.88
tuna|bagel|pretzels|dinner,2.6|3.8|1.6|2.2,5.96|1.55|2.06|5.03
berries|vinegar|salami|cheese,1.8|4.0|1.3|2.5,3.3|7.18|5.84|6.95
cereal|oil|tuna,2.1|2.5|3.1,4.51|7.49|9.54
bread|pork,4.1|3.4,3.61|7.86
salami|pork|milk|dessert,3.1|2.4|4.6|2.8,7.1|8.43|3.1|6.02
water|pork|turkey_slices|cookies|salami,1.4|3.3|2.4|1.4|4.5,6.9|10.69|7.65|3.93|5.59
hummus|shampoo|tuna|beef|rice,4.8|3.5|1.1|1.9|1.8,9.36|9.4|9.92|14.05|6.0
rice|orange,3.6|3.2,6.72|2.53
beef|pretzels,4.2|4.9,13.35|6.14
water,2.8,2.76
turkey|milk|toilet_paper,1.9|4.8|4.9,10.43|3.74|7.92
beer|cake|salami|muffin|milk,2.8|2.5|2.4|1.6|2.6,8.91|1.7|9.78|2.33|7.26
chips|yogurt|bagel,4.7|2.8|2.2,6.43|6.86|5.83
pasta|ice_cream,4.5|2.9,2.86|2.37
candy|berries|butter|cereal,2.3|4.4|4.3|2.4,4.72|4.09|4.74|3.63
turkey|pork|ham,3.4|1.7|4.8,13.45|11.66|4.03
pork|hummus|detergent|pretzels,4.5|4.9|3.9|3.4,8.15|4.29|4.76|4.8
onion|pasta|soda,2.5|2.4|3.2,2.41|4.08|4.8
yogurt|pork|dessert|cereal|olives,3.3|1.1|1.4|3.2|2.6,5.51|13.1|4.79|2.96|6.13
paper_towels|salami|cake,4.7|4.2|3.1,10.72|7.4|2.09
lettuce|hummus|croissant|wine|salami,4.9|2.6|4.6|3.1|3.3,2.56|7.35|3.51|7.93|7.53
salt|crackers,4.2|2.6,6.59|3.44
pork|water|croissant|cereal,3.0|1.3|2.0|2.6,9.79|6.24|4.2|2.86
hummus|cream|turkey_slices|soda,1.0|1.7|5.0|2.3,10.0|7.83|4.5|6.95
bagel|cheese|toothpaste,4.6|4.5|3.9,2.01|7.18|8.64
hummus|salmon|turkey_slices|detergent|dinner,2.9|2.2|4.2|1.9|1.9,10.0|10.77|6.14|4.93|8.05
salmon|yogurt|nuts|butter|flour,2.1|2.5|4.1|3.6|2.8,6.69|3.7|5.24|6.59|2.69
salt|pizza|pork|olives,3.4|3.6|1.6|2.3,5.1|3.88|5.92|9.81
paper_towels|vinegar,2.2|1.2,11.31|4.11
tuna|banana|olives,2.0|1.1|3.5,12.46|3.79|4.61
pretzels|toilet_paper|dessert|hummus,3.9|2.6|4.5|2.5,6.96|6.86|7.91|7.58
tea|water|vinegar,1.9|4.4|4.3,5.99|8.54|2.51
nuts|chips|turkey_slices,2.9|4.3|1.1,6.44|6.66|9.84
dessert|vegetables|pasta|hummus,3.5|4.7|2.9|4.6,7.6|6.16|7.26|4.82
chicken|tuna|salmon|water,3.4|3.8|1.5|1.1,13.74|9.93|5.17|9.94
cookies|rice|shampoo|hummus,4.7|2.9|4.4|4.8,2.17|2.38|8.78|7.2
cream|toothpaste|dinner|olives,2.6|2.7|2.7|1.1,3.58|7.4|6.97|9.42
pork|candy|beer,1.7|2.9|4.9,6.52|4.23|4.07
cereal|dessert,4.5|2.8,6.57|6.57
carrot|candy|bagel|onion|cereal,2.7|4.2|2.5|4.2|1.2,1.59|5.77|4.09|3.5|5.94
dessert|chips|oil|yogurt|crackers,2.1|1.2|1.2|2.8|2.1,9.67|3.25|2.17|6.81|4.11
croissant|tomato|pork|cookies|carrot,4.8|1.4|1.8|4.5|4.6,2.09|2.44|12.34|4.46|3.37
tomato|cake|dinner|chocolate|detergent,3.6|3.1|1.2|1.0|3.1,1.31|2.9|3.77|4.21|3.6
wine|soda|pizza|carrot|onion,2.2|4.1|3.2|2.8|2.0,7.3|4.29|5.15|3.33|1.7
flour|nuts|oil|salt,3.7|2.9|2.7|4.1,6.99|2.5|4.82|4.07
tomato|crackers,2.0|2.7,1.03|4.58
crackers|paper_towels,1.7|1.2,4.89|7.32
onion|beef|nuts,1.0|4.5|3.8,1.27|7.01|3.65
flour|tuna|rice|chips,3.2|4.0|2.5|1.6,6.13|8.94|5.91|4.12
shampoo|yogurt|tomato,3.6|1.6|4.9,9.21|7.85|1.11
tea|water|juice|chips|soda,3.1|1.3|3.6|2.6|1.0,10.53|2.56|10.15|2.29|3.14
pizza|banana|toothpaste|dinner|shampoo,4.1|3.0|2.0|4.3|3.9,7.04|2.5|6.73|8.52|10.28
toilet_paper|beef|chicken|ice_cream,3.8|1.9|3.8|4.1,7.36|7.76|11.28|3.27
vinegar|butter|pretzels,3.4|4.7|3.3,4.22|4.0|4.6
vegetables|pretzels,1.6|2.4,9.26|2.44
carrot|bread,2.5|3.5,3.87|1.78
vegetables|water|cereal|beef,4.2|4.5|1.5|2.9,9.28|11.7|5.34|12.8
soda|tomato,3.5|2.1,2.99|1.43
salami|cookies,4.4|4.5,8.22|5.4
cake|water|yogurt,4.9|3.0|2.7,4.85|1.5|3.14
crackers|tuna,4.4|2.3,5.99|13.93
chicken|turkey|bread,4.2|4.2|3.1,11.04|13.56|4.07
salt|vinegar|milk|cake,5.0|2.9|3.5|2.5,2.48|5.42|7.65|4.89
shampoo|wine|lettuce|detergent|salami,4.7|1.6|1.3|2.8|2.5,6.65|3.25|2.4|11.24|5.07
yogurt|cereal|turkey_slices|pork|salmon,1.2|3.7|3.3|1.6|4.8,3.97|2.92|4.07|9.4|8.54
pretzels|nuts,4.3|3.5,6.42|6.26
milk|turkey_slices,4.1|1.1,4.97|6.67
rice|nuts,4.2|3.8,4.72|3.7
dessert|cream|wine|salmon,3.2|1.2|3.0|2.9,3.49|3.59|7.18|8.28
dinner|butter,2.7|4.1,8.25|2.64
chips|cereal|nuts,2.8|1.2|2.4,2.54|6.81|6.96
tomato|chocolate|flour,3.8|4.9|2.5,3.28|2.99|3.55
soap|yogurt|milk,3.6|4.2|4.9,3.33|7.02|2.48
apple|detergent,1.9|3.7,2.04|3.31
soda|crackers,2.6|2.4,1.74|2.07
chips|tea|butter|nuts|hummus,3.6|1.6|1.1|4.5|1.2,2.18|11.64|5.86|6.34|9.73
vegetables|onion,1.6|2.5,4.45|2.21
soap|potato,3.4|4.9,4.66|3.6
pizza|ham|vegetables|vinegar,3.2|3.0|1.3|2.3,6.81|9.14|6.36|6.82
pizza|potato|bread,4.9|3.7|3.5,4.59|1.83|4.1
wine|ice_cream|shampoo|nuts|berries,3.2|2.9|4.8|1.6|2.8,9.78|6.16|9.66|6.06|5.85
carrot|water|salami|hummus|banana,1.6|2.4|3.6|3.7|4.4,3.08|2.59|7.47|7.46|2.73
chocolate|toothpaste|onion,4.8|4.1|3.5,2.11|4.15|1.21
onion|chocolate|chicken,2.8|4.2|4.5,2.65|3.87|14.27
tea|nuts|dinner,3.4|2.1|4.7,6.41|3.76|9.96
pork|chocolate,3.8|1.4,10.48|4.12
olives|berries|paper_towels,3.4|2.6|1.3,8.17|6.55|6.86
tea|salmon,2.7|1.4,4.68|5.2
olives|tomato|pizza|detergent|banana,1.1|4.5|4.1|2.4|2.2,8.38|3.22|7.32|9.63|1.4
chocolate|milk|chicken,2.0|4.2|2.9,6.93|5.46|6.01
pasta|juice,4.4|4.1,7.61|6.9
bagel|chicken|tea|toothpaste,4.8|4.0|2.4|1.4,2.45|11.82|10.91|4.35
turkey_slices|chocolate,2.8|3.3,4.12|2.05
cereal|water|cheese,3.9|3.8|4.3,6.1|3.92|4.01
tuna|coffee|juice,3.8|1.3|1.1,10.15|4.67|9.09
ice_cream|apple,2.3|2.7,3.87|3.0
muffin|olives|bagel|beer,2.1|4.7|4.1|3.7,4.91|6.97|2.42|7.75
cake|salmon|tomato|yogurt|nuts,3.8|1.9|3.6|4.6|3.3,4.34|6.94|2.56|6.69|6.19
berries|salmon,4.6|4.5,6.93|6.17
bread|apple|bagel,1.1|4.4|2.7,4.45|3.33|1.72
salmon|cheese|cookies|turkey_slices,4.5|4.3|1.9|2.8,7.71|4.94|3.97|5.56
cereal|ice_cream|juice|pork|bread,3.8|2.3|2.6|4.6|4.9,1.52|4.87|11.46|10.17|5.83
juice|cereal|banana,4.2|4.9|4.0,7.02|6.68|1.23
wine|salami|cereal,3.0|3.9|3.6,9.06|7.08|4.76
tuna|olives|salt,1.2|3.0|4.0,5.68|4.86|3.64
hummus|cookies|sugar|pork,1.8|3.5|1.4|1.1,9.99|3.36|4.45|13.11
candy|toothpaste|turkey_slices|bread|yogurt,4.6|2.8|3.5|4.0|1.6,6.39|4.56|8.96|3.37|7.1
turkey_slices|flour|chocolate,1.5|2.1|3.8,4.1|4.41|5.9
beer|cheese|paper_towels,4.6|4.4|1.1,5.63|3.93|4.32
cream|candy|water|cake,3.9|4.8|1.4|3.2,3.56|5.23|10.72|1.68
pizza|banana|wine,4.2|1.1|1.6,6.77|3.97|9.32
salmon|paper_towels|ice_cream|toilet_paper|carrot,2.0|1.4|4.4|4.8|4.2,5.25|5.96|6.15|5.11|3.89
tomato|pasta|tuna|orange|apple,4.6|2.9|1.3|1.6|4.7,2.5|4.73|13.64|1.1|2.79
cereal|bagel|tomato,2.9|2.5|3.0,5.62|3.46|1.69
shampoo|wine|muffin|croissant|chips,4.6|3.4|3.8|2.8|4.0,10.55|11.15|2.27|5.42|3.78
carrot|butter|beef|olives|berries,4.7|4.2|2.6|2.2|1.7,2.21|2.17|7.39|6.53|7.84
beef|pizza|banana,2.5|1.2|2.1,12.67|7.58|2.82
coffee|beef,2.7|2.9,2.26|12.03
hummus|juice|orange,1.1|2.7|4.7,8.26|5.13|1.55
soda|chocolate|turkey,3.8|5.0|1.4,5.34|3.11|12.61
turkey_slices|toothpaste|beef,1.2|3.4|3.9,4.97|6.74|5.31
chicken|croissant,4.2|4.3,11.32|4.61
tea|nuts|pretzels|paper_towels|chicken,1.7|2.1|3.2|1.3|3.4,2.47|4.99|4.37|11.93|5.67
candy|chips|pizza|hummus,4.7|4.5|2.1|3.4,5.85|3.06|7.86|8.82
pasta|hummus|banana|flour|tea,4.5|3.6|1.4|1.2|3.6,6.54|7.25|1.1|5.46|9.59
chips|sugar|olives|hummus,3.0|2.3|1.6|4.7,4.49|3.65|9.88|8.23
wine|dinner|crackers|cheese,1.6|2.1|2.6|3.0,2.99|8.83|5.71|5.93
shampoo|cheese|hummus|nuts,3.9|3.2|2.4|4.9,3.96|2.42|5.68|2.0
berries|apple,2.0|2.3,5.48|1.96
onion|beer,4.1|3.6,2.23|5.92
orange|apple|cheese|chocolate|pasta,1.4|1.8|2.4|2.3|4.4,1.63|1.31|5.19|6.29|3.53
coffee|ham,3.4|1.4,8.02|7.81
vegetables|berries,4.0|2.8,4.78|9.23
butter|potato,3.8|3.6,3.83|2.71
cookies|cereal|tomato|wine,4.1|4.5|3.1|4.6,3.42|3.33|2.41|8.73
soap|bread|cereal,4.8|1.1|3.0,10.25|4.74|4.95
beer|shampoo,2.6|1.6,10.12|3.87
cheese|turkey_slices|pretzels,4.3|2.3|1.2,6.89|6.05|5.27
sugar|potato,1.7|3.6,4.72|1.78
paper_towels|ice_cream|berries|nuts,1.6|1.3|4.8|5.0,7.68|5.91|7.35|2.97
toilet_paper|salt|dinner|croissant|olives,1.2|1.9|4.7|1.2|2.9,7.86|3.76|6.32|4.04|6.91
toilet_paper|orange,3.8|2.5,11.08|3.17
paper_towels|tomato|wine|vinegar,1.9|4.4|4.3|3.5,8.46|2.67|9.61|5.36
salami|banana|pork,4.6|4.2|3.0,9.8|3.26|11.25
soda|cookies,3.1|3.4,3.37|4.09
milk|paper_towels|oil,1.6|2.2|4.8,7.22|5.26|6.3
soap|olives|vegetables|banana,1.1|3.0|2.7|3.4,5.41|5.34|9.52|3.75
butter|apple|bagel|vinegar|salmon,1.0|4.6|2.3|1.9|1.4,7.55|3.74|4.54|5.54|11.19
oil|vinegar|chicken|tuna|flour,4.4|2.3|2.6|2.9|4.7,3.88|3.84|13.57|11.7|2.56
butter|pizza|pretzels|cake,1.7|1.1|2.4|1.9,2.03|4.03|3.47|1.94
vegetables|nuts|turkey|salmon|ham,1.6|4.0|2.9|2.3|4.4,3.51|6.93|7.75|12.77|4.61
olives|berries,4.1|3.3,7.64|9.49
berries|potato|cheese|coffee|water,2.2|4.6|4.5|1.2|4.5,4.18|1.11|6.05|1.57|3.44
bread|oil|shampoo|cheese,1.3|4.8|2.3|3.1,5.87|3.7|11.79|2.15
cereal|potato|chocolate|soda|banana,4.6|3.9|3.2|4.3|1.3,7.15|1.85|5.73|3.94|1.94
oil|orange|lettuce|soap,3.2|2.4|1.9|1.9,7.72|3.08|3.13|11.53
orange|hummus|butter|sugar,3.4|1.7|1.8|1.4,3.38|7.06|7.2|1.77
chocolate|vegetables|pasta,1.9|3.9|2.0,3.04|4.02|2.65
salami|pretzels|salmon,4.4|4.8|3.3,4.34|5.86|6.73
turkey_slices|sugar|berries|chips|chicken,4.5|2.1|2.5|2.2|1.6,5.95|2.75|6.69|4.76|8.27
potato|toilet_paper|vinegar|crackers,3.7|2.5|3.5|1.8,2.75|3.67|2.01|4.15
pasta|juice,3.6|4.4,7.97|4.19
croissant|pasta,2.9|1.5,5.23|5.9
croissant|tomato|turkey|potato,2.6|2.7|2.0|1.8,5.47|2.09|14.01|2.73
butter|pizza|paper_towels|olives,4.7|2.8|2.7|4.0,7.38|4.63|10.33|9.94
salt,3.7,5.94
yogurt|tea|lettuce,2.1|2.8|2.3,4.24|10.82|1.95
cake|paper_towels,3.2|4.3,5.22|5.03
vegetables|tomato|dinner,1.3|2.4|2.5,4.72|2.84|8.3
detergent|vinegar|bread|olives,4.8|4.3|1.2|3.1,7.03|7.9|3.16|6.87
oil|cookies|beer,2.9|4.4|1.1,5.12|5.58|7.42
paper_towels|pretzels|potato|onion|tuna,5.0|2.2|3.5|4.7|1.8,5.79|4.42|3.29|1.65|9.93
tuna|cheese|detergent|olives,2.2|4.1|2.4|4.8,10.87|6.85|3.52|5.5
oil|pork|pizza,2.6|4.1|2.8,4.44|10.69|3.38
muffin|apple,4.2|4.9,4.06|3.47
yogurt|dinner|wine|ham,1.9|4.8|2.0|3.0,6.02|7.0|8.77|6.07
ice_cream|dessert|flour,2.1|4.7|1.6,5.41|9.36|7.22
apple|tomato,3.5|1.3,2.88|2.8
lettuce|potato,4.4|1.8,1.84|2.64
soap|chicken|cheese|vegetables|flour,3.2|2.7|3.0|2.6|2.5,9.95|13.66|3.31|7.26|4.75
berries|hummus|tuna|soap|crackers,3.1|1.1|3.1|2.3|4.9,6.36|9.2|5.45|10.12|6.86
beer|milk|turkey|cream,2.9|5.0|3.5|2.0,3.19|5.95|8.76|4.07
beef|lettuce|crackers|toothpaste|candy,2.6|4.3|1.8|4.1|2.6,10.78|3.58|5.62|10.61|4.62
lettuce|muffin|chips|soap|olives,1.9|1.3|1.5|3.2|2.8,2.62|3.71|4.49|3.51|4.89
orange|hummus|berries,1.8|3.3|2.6,3.43|4.93|5.33
lettuce|juice,3.2|1.4,1.19|4.78
bread|toilet_paper,2.3|4.0,2.34|5.9
toilet_paper|shampoo|toothpaste,2.6|2.6|1.5,6.41|8.65|9.96
nuts|beef|crackers|croissant|cookies,1.5|4.1|2.3|3.9|3.0,6.07|9.1|4.02|2.87|3.31
shampoo|salt|potato|pork|water,1.2|3.9|4.4|3.0|5.0,9.66|5.96|1.75|9.63|1.35
onion|tomato|dessert|salmon,4.9|2.7|2.2|1.6,3.97|2.84|4.48|12.58
pizza|flour|dessert|coffee,1.6|1.5|3.8|4.2,9.13|7.91|6.36|5.39
nuts|milk|beer|candy,1.0|2.8|4.4|2.1,5.34|6.81|7.57|2.79
milk|croissant|wine|vinegar,2.7|2.1|3.8|4.9,6.39|2.82|5.06|6.76
muffin|lettuce|candy|flour,3.2|3.7|3.3|3.9,2.45|2.34|5.49|3.96
wine|ice_cream|oil|crackers,2.5|4.4|4.5|4.3,10.69|5.52|6.04|6.52
soap|chips|flour|chicken,3.3|2.4|2.5|3.3,11.99|2.53|6.79|8.51
chips|pizza|bread|dessert,4.5|3.9|4.9|2.5,4.22|3.63|3.88|5.23
tea|nuts|vinegar|turkey|sugar,2.0|3.7|4.3|4.1|1.5,2.99|5.25|6.61|7.45|5.58
turkey_slices|tomato|paper_towels,4.7|3.9|4.8,8.38|3.41|5.46
nuts|pretzels,1.6|2.8,3.01|4.71
beer|shampoo|tomato,3.8|3.4|2.5,11.61|9.02|2.84
muffin|nuts|yogurt|butter|paper_towels,1.5|1.5|2.0|4.5|2.5,4.89|4.28|2.09|4.68|5.9
bagel|salmon|salt|cream,5.0|2.5|4.1|3.8,4.2|8.2|2.3|7.19
pasta|nuts|potato|rice,1.5|4.9|1.0|3.0,5.96|5.65|2.66|6.63
rice|vinegar|butter,1.9|2.9|4.9,3.68|6.93|7.79
vegetables|paper_towels|pasta|yogurt|dessert,2.5|1.3|3.7|1.9|1.4,5.78|10.29|3.55|2.79|6.06
paper_towels|vinegar|oil|turkey_slices,2.7|4.8|4.4|1.2,6.02|3.02|2.08|7.65
salmon|potato|salami|cream,3.2|2.6|3.6|3.2,11.53|1.37|5.7|2.12
juice|cake|detergent,4.6|1.1|4.3,6.43|4.49|6.01
salmon|lettuce|muffin|butter,4.4|1.6|1.6|3.1,5.39|2.51|2.66|2.44
berries|potato|croissant|chips,1.6|4.4|4.8|3.5,8.06|1.75|1.74|2.38
muffin|soda|pasta|beef,4.8|3.5|2.3|3.6,5.76|6.8|4.26|13.68
juice|muffin|ham|toilet_paper,2.4|3.6|4.4|2.4,4.4|3.34|8.26|3.93
pretzels|potato|chicken,1.7|3.3|1.3,3.6|3.81|10.62
pork|soda|salmon,1.3|4.8|4.7,14.15|1.61|8.38
dessert|cream|milk|berries|pork,3.9|4.7|4.2|1.9|3.0,7.11|4.98|6.85|4.74|14.39
pasta|coffee|flour|turkey|pretzels,2.0|2.3|1.1|2.0|3.2,7.99|4.48|3.46|14.3|6.47
lettuce|butter|yogurt|tomato,4.9|4.4|4.7|1.9,1.25|2.75|2.72|2.31
lettuce|beer|beef,1.0|1.5|3.9,2.23|8.17|10.04
cake|salami,4.0|3.3,3.64|9.25
yogurt|turkey_slices|chocolate|hummus,3.2|4.3|2.7|3.6,5.52|6.34|2.28|7.58
tuna|pasta,1.5|4.2,12.11|6.47
pork|tomato|salami,1.4|2.6|3.5,9.13|2.35|8.98
ham|nuts|cereal|chips,4.1|2.7|3.7|3.3,9.61|4.21|4.59|5.67
shampoo|ham|turkey_slices|toilet_paper|coffee,1.0|2.9|3.7|2.7|2.3,4.89|5.59|6.15|3.21|6.48
salt|chicken|cream|carrot,4.1|4.9|1.8|2.2,6.05|6.19|2.81|2.72
carrot|beer,4.0|4.0,2.24|5.17
soda|paper_towels|pork,1.3|3.4|3.1,9.13|10.14|12.99
banana|wine|chips|nuts|cream,1.9|4.1|2.9|3.1|3.2,1.41|8.8|5.76|3.57|7.2
tomato|turkey,3.6|4.8,1.68|9.79
candy|turkey_slices|pretzels|butter,4.9|2.1|4.6|3.4,4.91|6.55|3.56|3.39
soap|crackers|salt,3.8|1.3|1.4,6.36|6.97|5.46
chips|yogurt,2.2|3.5,3.37|5.59
chicken|juice|soda|berries,4.0|3.8|4.5|2.3,7.63|1.44|9.28|6.38
crackers|sugar|rice|candy|apple,4.7|2.1|2.7|4.8|1.8,3.01|3.65|3.54|6.64|2.06
bagel|cereal|crackers|carrot|wine,4.4|1.1|5.0|4.6|2.4,1.95|2.4|6.19|3.3|6.64
onion|salami|candy,2.7|2.0|2.4,3.31|6.17|6.17
pork|turkey,4.7|4.0,11.28|13.51
bagel|turkey_slices,2.0|3.1,3.62|8.58
beef|salami,3.0|1.3,10.76|5.38
tuna|onion|banana,4.0|1.2|1.3,8.47|3.44|3.4
chicken|crackers,3.4|3.4,6.17|3.34
orange|salt|pretzels|toilet_paper,4.7|3.9|2.6|4.4,3.16|7.5|5.64|11.27
salami|onion,4.9|4.7,5.29|3.85
detergent|tea|juice|dessert|oil,2.1|2.0|3.3|1.3|3.3,9.92|2.59|6.01|7.99|2.64
vinegar|chicken,4.8|4.1,1.73|11.23
beer|salami|tomato|soap|hummus,4.3|2.2|1.8|1.5|2.0,2.34|5.63|3.05|4.88|5.8
vinegar|muffin|ham,3.0|4.9|2.6,4.64|4.93|8.52
croissant|cream,4.9|2.7,2.55|4.18
juice|chocolate|oil|bread,1.4|1.6|1.1|2.0,8.47|3.71|3.85|3.81
rice|carrot|salami,4.6|1.1|2.7,2.59|3.78|7.26
milk|vegetables|turkey|cheese|olives,2.3|2.4|1.8|1.9|4.9,4.44|6.34|13.47|4.18|9.44
banana|candy|beer,3.4|4.7|4.5,1.45|4.79|1.65
shampoo|vinegar|cookies|crackers|dinner,1.1|2.5|4.6|3.5|3.8,3.02|4.02|4.78|4.53|5.66
pork|soap,2.9|3.1,9.9|11.48
sugar|ham|water|turkey_slices,4.4|1.3|3.3|4.5,6.7|6.0|9.61|9.25
vegetables|croissant|toothpaste|vinegar,4.3|4.2|4.6|5.0,5.8|4.12|7.74|1.87
berries|flour|salmon,3.2|4.8|1.8,8.31|7.98|11.63
muffin|beer|bread|cream,1.2|1.6|3.3|2.5,3.06|6.17|2.28|3.26
butter|vegetables|shampoo|chips,2.1|3.1|2.8|3.7,4.66|5.38|3.05|3.2
pretzels|rice|juice|chips,2.9|2.6|3.1|1.6,5.25|3.23|3.48|6.08
croissant|olives|oil|hummus|berries,4.8|4.2|2.5|4.0|4.8,4.46|5.8|6.79|9.69|5.34
tuna|dinner|cheese,3.7|3.2|1.7,8.54|4.72|6.27
chips|pizza|turkey_slices|yogurt,2.5|1.9|2.1|4.6,6.78|4.1|5.43|5.98
pretzels|cookies|tuna|chocolate|turkey_slices,4.2|3.5|2.1|2.7|1.4,2.01|3.83|12.13|4.46|5.88
nuts|shampoo|milk|toilet_paper,3.0|3.0|1.9|1.6,4.43|9.13|4.93|6.52
apple|hummus,3.0|3.6,2.37|8.88
shampoo|crackers|olives,2.8|2.4|2.1,4.39|6.08|7.83
potato|soda|hummus|tomato,4.6|1.3|2.6|2.7,3.84|4.21|5.21|1.95
banana|crackers|paper_towels|berries,3.8|4.3|4.3|3.0,3.79|4.18|5.22|9.2
orange|lettuce|bagel|ice_cream|candy,3.2|3.2|1.6|4.1|3.8,1.54|2.52|5.86|4.31|3.46
soda|pizza|candy|wine|croissant,4.8|4.5|4.5|2.7|2.3,9.21|8.34|6.41|8.66|4.38
flour|soap|yogurt|carrot|dessert,1.9|2.6|3.0|2.3|2.3,7.25|8.52|7.98|3.95|8.78
detergent|muffin,3.7|3.8,3.11|4.77
toilet_paper|orange|salmon|carrot|dinner,3.5|4.8|3.0|1.2|2.4,9.38|2.99|12.35|2.57|4.01
salami|flour|apple|cereal|vegetables,3.0|1.9|3.7|3.8|4.1,6.68|6.67|1.39|4.41|8.5
nuts|orange|soda,1.8|1.7|4.9,6.56|3.54|8.19
banana|soda|croissant|hummus,3.7|3.5|4.4|4.1,3.72|8.96|2.87|9.26
toilet_paper|juice|yogurt,2.5|3.0|2.1,8.6|5.34|7.62
beef|rice|dessert|onion,1.1|3.3|1.4|2.1,5.36|2.07|8.12|1.41
crackers|ice_cream,4.2|4.8,3.67|4.08
soap|turkey_slices|milk,1.8|1.0|1.7,10.7|7.45|5.49
soap|muffin,3.5|2.5,5.41|3.9
crackers|soap|cream|bagel,2.9|2.9|4.4|1.5,2.69|6.96|5.96|4.48
vinegar|soap|pretzels,2.2|4.8|4.4,7.35|3.13|3.9
cookies|salt|vinegar,3.7|4.7|2.8,3.72|7.07|3.93
potato|shampoo,3.0|4.0,1.35|4.48
chicken|crackers|apple,4.3|2.0|3.4,12.5|4.19|2.28
vinegar|soda,3.3|4.6,7.85|10.94
soda|vinegar|tea,2.4|4.8|4.8,6.96|5.73|11.04
sugar|detergent|candy,4.3|3.4|2.9,6.11|4.05|6.71
nuts|olives,4.4|3.9,4.69|9.49
muffin|dessert|apple|soap|salmon,3.0|2.7|4.4|1.6|3.9,3.05|3.82|1.65|7.01|10.23
candy|orange,3.5|2.8,6.92|1.99
tomato|cake|salami,2.3|4.4|1.0,2.07|3.35|5.48
salt|dinner|chocolate|onion|candy,1.2|4.9|1.7|1.4|3.1,1.94|3.47|5.51|3.68|4.94
beer|ham|pizza|yogurt,3.7|1.8|2.2|4.3,9.3|8.58|5.49|4.57
dinner|cheese,3.9|3.5,4.56|7.62
flour|soda|berries,2.9|1.2|2.8,4.41|10.86|7.79
bagel|hummus|beef|onion,1.0|4.3|3.2|4.5,3.22|4.49|5.75|1.72
vegetables|turkey|coffee,2.2|2.8|2.0,7.5|11.04|3.29
cookies|toothpaste|pasta|shampoo|hummus,3.7|2.9|1.2|2.6|3.9,1.98|4.19|1.98|11.86|6.47
pizza|butter|pork|banana,2.9|2.5|1.7|1.1,6.01|4.33|10.13|3.67
shampoo|crackers|olives,2.0|4.6|1.5,6.44|4.86|6.97
onion|apple|toothpaste|pretzels,2.0|1.8|3.3|4.9,3.39|3.21|7.44|6.74
salmon|carrot|cake,2.6|3.0|2.9,12.89|3.73|4.41
dessert|cereal|dinner|rice|candy,3.1|1.9|3.8|4.0|2.1,6.76|1.69|6.84|2.17|3.64
tea|oil|orange,1.3|1.6|1.6,1.22|6.78|3.85
pizza|cereal|soap,4.6|1.5|2.6,6.07|5.97|4.75
