items,quantities,unit_utilities
rice|pasta|coffee|cheese|bread|milk|paper_towels|turkey|flour|muffin,4.0|1.6|1.2|3.4|3.2|4.8|4.6|2.0|3.9|1.4,7.3|4.98|4.24|3.46|3.71|7.02|10.51|9.25|2.61|5.04
rice|cheese|bread|coffee|turkey_slices|shampoo|ice_cream|pretzels|soda|dinner,3.5|2.9|2.6|2.6|4.8|4.1|4.1|2.1|4.4|1.3,7.37|3.73|2.31|1.53|8.4|5.44|5.08|6.72|10.83|4.15
apple|cheese|rice|oil|flour|butter,2.6|4.0|1.6|4.8|2.6|3.9,1.16|7.86|3.13|3.66|2.72|5.06
rice|chicken|bread|coffee|cheese|oil|turkey_slices|vegetables|dessert|ice_cream|muffin,4.4|3.7|4.1|2.5|3.3|3.4|2.2|2.4|2.5|4.1|4.8,3.41|13.99|1.88|2.15|7.42|7.68|5.48|5.23|9.5|2.65|3.63
chicken|coffee|cheese|apple|pasta|rice|yogurt|ice_cream|salmon|toilet_paper|bagel|chips|pretzels,5.0|2.1|3.7|2.3|2.1|1.8|2.1|1.5|3.0|4.1|5.0|1.1|3.5,12.43|1.23|6.76|1.49|3.69|3.85|5.74|6.37|11.48|6.23|5.38|3.09|3.29
coffee|bread|apple|water|yogurt|flour|paper_towels,2.6|4.2|1.7|3.3|2.5|4.2|3.1,9.85|4.18|1.19|2.17|2.84|2.0|7.05
rice|apple|chicken|pasta|milk|dessert|beef|turkey|coffee|cheese|wine,3.3|1.5|4.4|3.0|3.1|2.9|3.1|1.9|4.2|4.2|1.9,3.22|2.82|6.06|7.04|2.26|7.94|12.47|11.79|9.58|2.68|10.34
cheese|apple|coffee|croissant|chips|vegetables|turkey_slices,3.9|1.3|4.6|3.8|1.7|3.8|1.1,4.81|1.69|10.11|3.13|3.78|4.37|8.55
apple|pasta|bread|rice|chocolate|croissant|oil,2.0|4.9|2.0|2.7|4.2|1.1|3.8,3.86|6.85|4.29|2.84|6.88|3.98|1.56
cheese|milk|apple|lettuce|pasta|butter|nuts,2.6|1.6|2.3|2.3|1.8|4.6|5.0,6.09|5.7|1.8|2.71|4.8|4.38|4.75
pasta|rice|water|cake|orange|turkey,2.4|4.3|2.1|1.0|4.9|1.8,7.91|6.27|4.15|4.24|2.78|13.89
apple|rice|dinner|onion|dessert|chips|olives,2.3|2.8|2.7|2.3|2.9|4.6|1.5,2.16|7.13|3.06|2.81|4.93|6.59|4.76
pasta|chicken|rice|coffee|apple|detergent|turkey_slices|lettuce|flour,3.3|1.9|4.8|4.9|3.0|1.5|3.1|2.9|4.8,4.82|14.4|2.66|10.78|1.34|6.93|8.32|3.37|3.91
pasta|chicken|coffee|milk|candy|dinner|muffin|carrot|lettuce|wine,4.6|1.5|4.9|3.2|3.1|3.3|4.1|3.1|4.6|4.0,3.17|12.26|2.2|6.6|2.23|6.25|4.51|3.0|1.51|3.17
pasta|chicken|rice|milk|coffee|candy|detergent|soap|cake|yogurt,4.3|1.0|1.7|2.8|1.7|1.8|3.2|2.6|3.7|4.7,4.12|8.68|5.89|4.55|2.52|2.65|11.88|6.42|5.51|6.58
cheese|milk|coffee|chicken|rice|onion|soap|crackers|butter,4.9|3.6|1.5|2.7|4.5|4.8|1.8|4.0|1.8,5.38|3.47|9.19|5.48|5.78|2.99|6.62|5.09|5.74
apple|milk|rice|chicken|pasta|coffee|cheese|lettuce|candy|pork|pretzels|tomato,3.8|3.4|2.2|3.6|1.5|2.3|1.4|3.0|2.6|1.4|2.5|4.9,2.04|3.7|3.05|8.37|2.66|2.69|6.29|1.32|3.47|10.57|2.28|1.84
bread|pasta|milk|cheese|juice|beef|pork|chocolate|croissant,2.8|4.0|4.3|2.8|2.2|3.1|4.4|3.2|3.6,5.31|5.11|4.85|3.63|3.32|12.86|9.15|4.24|4.17
milk|bread|apple|cereal|tuna|cookies|pork,3.2|4.0|4.5|4.0|3.5|2.9|1.2,6.65|4.78|1.29|6.33|14.5|4.08|10.51
milk|apple|pasta|cheese|rice|carrot|beer|cereal|beef|croissant|hummus|olives,3.9|2.6|1.0|2.7|1.3|4.5|3.0|1.3|3.9|2.4|3.9|4.8,6.04|3.81|6.74|7.76|5.19|2.32|7.48|6.18|14.29|3.77|9.83|4.52
milk|cheese|chicken|rice|coffee|crackers|wine|turkey_slices|apple|soda,4.1|3.7|2.8|2.4|1.2|2.3|2.4|3.1|3.5|1.2,4.03|3.17|8.19|4.72|7.7|4.4|4.43|7.28|3.0|6.99
cheese|pasta|chicken|bread|milk|rice|berries|pretzels|cake|beef|turkey_slices|vinegar,1.5|4.6|1.1|4.8|4.9|4.9|4.4|2.9|3.2|3.0|3.4|4.3,7.42|4.91|11.99|5.59|4.34|7.27|6.45|5.42|2.64|10.74|9.3|5.31
milk|coffee|cheese|bread|salami|vegetables|chips,4.0|5.0|1.6|3.5|2.7|1.1|4.4,4.91|4.66|5.38|1.81|4.61|6.32|4.89
pasta|chicken|apple|rice|cheese|detergent|salami|oil|bread|salt,2.8|2.9|4.3|2.7|4.6|1.2|2.8|1.1|4.8|3.8,2.49|12.85|3.46|7.05|4.22|10.46|9.37|2.5|3.89|4.84
milk|apple|chicken|butter|oil|crackers|flour|rice|cheese|salt,1.5|1.4|3.8|4.6|1.3|2.9|2.5|4.3|2.8|1.3,4.9|2.81|12.88|3.42|6.98|2.14|2.28|4.46|5.22|5.46
chicken|rice|coffee|apple|turkey_slices|beef|pasta|wine|pork,4.3|4.3|1.3|2.3|4.1|1.8|3.8|1.5|4.6,7.44|7.91|6.25|1.86|9.98|14.69|3.27|7.42|11.08
chicken|milk|bread|cheese|tuna|croissant|banana|dinner|wine,2.8|2.1|3.0|1.4|1.7|2.8|1.9|4.9|3.5,8.91|7.34|4.91|7.89|12.58|1.63|2.83|7.29|11.61
bread|coffee|pasta|chicken|rice|candy|shampoo|toilet_paper|chocolate|flour|salami,1.3|1.8|5.0|4.1|2.1|1.1|1.8|3.1|3.2|4.7|3.6,4.6|11.83|4.79|8.08|3.58|3.71|7.61|6.05|6.68|2.21|4.13
rice|chicken|pasta|shampoo|cheese|olives|cookies|nuts,4.7|5.0|4.5|2.9|2.2|3.1|2.6|3.5,1.95|5.73|4.22|11.13|5.17|5.26|3.59|3.22
pasta|bread|chicken|coffee|milk|pizza|apple|water|beef|soda|salami,2.3|3.8|1.6|3.4|2.4|3.7|3.2|1.9|4.9|1.8|2.2,6.68|4.86|11.84|9.17|6.27|5.47|1.76|11.36|8.8|5.87|5.64
rice|pasta|bread|apple|chicken|flour|cookies|lettuce|soda|olives|pork,3.3|2.8|2.5|2.0|2.8|2.4|2.0|2.4|4.2|4.3|2.0,5.47|2.7|3.81|2.39|8.28|2.26|2.57|2.91|10.78|5.82|11.73
coffee|pasta|rice|bread|apple|salt|pizza|orange|dessert|tomato|cream,3.6|4.7|2.9|1.2|4.0|2.4|1.4|1.4|4.0|1.9|3.1,3.81|2.94|7.52|4.69|2.23|1.98|8.75|1.58|7.84|3.6|6.54
chicken|pasta|coffee|soda|tomato|vinegar|pretzels|crackers|soap,1.0|4.7|1.3|1.3|1.4|2.3|1.1|1.7|2.3,10.59|5.32|8.94|1.48|1.47|1.58|4.88|5.42|7.55
pasta|apple|rice|cheese|chicken|turkey|juice|vegetables|cake|salami,1.1|1.8|1.2|1.9|3.2|4.6|1.4|1.2|1.6|2.8,3.27|1.46|6.71|4.84|13.95|11.66|8.66|6.09|1.83|4.34
coffee|rice|milk|bread|ice_cream|pasta|crackers|hummus,3.0|1.9|4.6|1.9|2.1|1.6|2.6|2.0,3.78|6.79|6.54|1.97|4.9|6.76|3.81|4.6
pasta|bread|rice|apple|paper_towels|soda|cake|hummus|wine|dinner,4.0|3.4|3.3|4.2|1.1|1.5|4.3|4.9|2.2|3.2,3.42|5.23|4.38|3.32|3.98|1.41|3.5|8.42|7.14|6.75
pasta|apple|milk|cheese|croissant|ham|sugar|crackers|cereal|toilet_paper|tea,2.5|1.8|2.6|3.6|4.6|4.9|2.6|1.2|1.7|3.2|1.5,6.42|2.07|4.73|3.3|5.07|7.34|2.66|5.71|2.2|9.87|1.82
bread|apple|milk|cheese|rice|water|salami|olives|toothpaste,1.6|4.9|1.5|2.1|2.5|4.2|4.3|3.5|4.5,2.38|3.88|7.52|6.18|3.96|7.22|7.61|6.32|8.12
pasta|milk|rice|chicken|dessert|nuts|flour|chocolate|soda,3.4|3.1|4.3|2.2|1.4|3.9|2.6|2.5|2.5,5.82|6.58|3.86|9.26|7.55|4.8|6.64|5.64|7.54
cheese|chicken|milk|apple|flour|beef|pasta,2.4|2.5|1.7|4.8|4.1|3.7|1.2,4.12|14.0|4.04|3.97|2.09|12.53|5.4
bread|coffee|milk|pasta|chicken|detergent|yogurt|bagel|soda|toothpaste|chocolate,3.9|4.7|3.4|2.6|3.9|3.7|1.9|2.2|1.4|2.1|3.0,5.93|7.5|7.32|4.27|8.24|10.74|6.15|5.29|5.36|6.03|3.58
rice|bread|coffee|milk|pizza|cheese|beef|muffin|chicken,4.2|2.0|2.3|2.7|1.2|3.6|2.5|2.4|3.7,3.9|3.85|2.16|7.03|9.22|2.65|11.45|3.65|12.86
cheese|bread|milk|apple|chicken|coffee|detergent|chocolate|tea|potato|tomato|salmon|dessert,2.4|2.9|3.6|1.7|2.8|4.3|2.4|3.9|2.9|2.0|3.6|1.7|4.2,4.84|2.63|2.9|2.55|10.8|1.25|6.56|3.51|10.32|3.86|2.94|7.99|4.45
milk|chicken|bread|pasta|rice|sugar|cheese|potato|orange|toothpaste|crackers,3.3|4.1|2.1|4.0|2.9|4.8|3.5|2.1|1.8|1.3|4.9,7.01|9.21|5.56|4.99|5.19|6.38|3.27|2.89|3.91|5.24|6.21
pasta|bread|cheese|salt|turkey_slices|water|chips|hummus,3.6|3.4|3.6|3.8|3.4|2.0|3.4|2.8,4.41|4.04|4.95|1.87|7.03|5.05|5.68|6.28
milk|pasta|rice|cheese|apple|shampoo|bread|soda|juice,2.6|1.9|1.7|2.1|4.9|4.6|3.3|3.0|4.7,7.12|2.88|7.14|2.27|3.15|4.32|4.77|8.93|6.28
bread|pasta|chicken|banana|salt|cake|bagel|beef,4.5|1.4|3.0|2.5|4.1|1.4|2.2|4.3,4.81|5.06|7.64|2.95|2.41|5.17|4.84|9.31
coffee|milk|pasta|bread|salmon|juice|cheese,1.9|4.9|1.6|1.1|2.2|2.2|1.8,6.89|2.77|6.6|1.9|5.52|6.44|7.32
milk|apple|chicken|pasta|salami|olives|juice|beef,3.6|2.7|2.8|4.4|3.4|2.6|1.5|1.6,7.96|3.48|10.35|6.75|6.05|9.72|7.49|12.01
bread|cheese|apple|soap|water|juice|detergent|cookies,4.7|3.5|3.2|2.0|3.6|3.9|3.1|1.3,3.19|4.86|2.07|7.03|3.52|6.65|6.76|4.81
cheese|milk|bread|chicken|apple|onion|lettuce|muffin|wine|soda,1.9|2.0|4.2|4.1|3.2|2.7|1.3|4.9|4.6|2.4,6.05|7.19|3.87|11.21|3.22|3.07|3.25|4.07|10.33|9.52
apple|pasta|cheese|rice|coffee|hummus|juice|salami|turkey_slices|shampoo,2.5|4.6|5.0|3.2|1.8|2.0|3.2|1.0|2.6|1.5,2.79|3.61|3.69|7.27|6.31|8.99|6.85|7.59|4.04|4.51
cheese|pasta|bread|milk|coffee|chicken|shampoo|orange|flour|chocolate|toilet_paper|salt,4.4|2.5|3.7|4.8|2.5|3.8|4.3|4.3|3.4|3.6|1.5|4.6,7.37|1.89|3.88|2.3|1.39|7.38|7.92|1.33|6.51|4.26|11.13|2.63
milk|cheese|chips|soda|pizza|chocolate,4.2|3.7|2.2|3.6|2.1|2.8,4.29|6.68|6.9|5.46|8.48|3.93
apple|bread|cheese|ice_cream|onion|pork|lettuce,2.5|4.1|4.1|1.0|4.6|3.5|3.0,2.1|1.52|2.68|3.01|3.77|11.19|3.3
cheese|milk|apple|chicken|juice|ice_cream|orange|yogurt|toothpaste|cereal|bread,1.5|4.9|1.7|3.9|1.8|1.7|1.1|3.5|1.4|3.7|4.6,6.9|3.87|2.78|10.94|9.73|2.31|1.02|7.6|10.39|7.64|2.09
rice|apple|chicken|potato|beer|pizza|vinegar,3.6|1.7|2.6|4.3|4.8|4.8|4.7,4.96|3.51|14.93|2.21|11.24|3.6|6.72
bread|cheese|yogurt|tuna|shampoo|salami|chocolate|vegetables,1.3|5.0|1.0|1.1|4.8|2.5|1.5|3.3,3.59|2.05|4.7|12.49|5.02|7.78|6.86|9.85
milk|pasta|apple|coffee|cheese|nuts|tuna|carrot|tomato|vegetables,2.2|4.7|3.7|1.6|1.5|2.1|2.2|4.1|3.1|4.6,5.48|3.9|3.12|2.82|7.64|4.89|14.52|1.86|1.41|3.36
chicken|coffee|pasta|detergent|pork|vegetables|nuts,1.8|4.6|2.9|3.2|2.9|1.5|2.1,6.09|11.73|6.44|11.04|6.88|9.92|4.6
chicken|cheese|milk|water|chips|banana|turkey_slices|cake,4.1|1.6|2.5|4.8|2.9|2.1|1.1|4.3,12.55|4.37|4.55|5.8|2.12|3.48|6.45|2.74
coffee|rice|apple|milk|pasta|lettuce|paper_towels|cream|yogurt,2.4|4.8|5.0|3.0|2.3|4.8|3.1|2.5|3.6,3.61|3.92|3.68|6.1|7.7|2.36|6.44|4.36|2.3
milk|cheese|apple|rice|pork|vinegar|muffin|cookies,3.1|1.9|4.5|1.2|3.5|1.8|3.7|3.9,6.05|6.66|2.18|5.12|14.56|4.4|1.73|2.6
bread|apple|cheese|chicken|paper_towels|candy|flour|detergent|yogurt,3.2|1.1|4.5|1.2|4.2|3.9|4.5|2.7|1.4,4.29|2.04|4.84|7.67|3.57|2.44|2.02|5.18|5.44
milk|pasta|rice|butter|soap|salt|potato|chips,4.1|3.9|2.7|3.3|3.8|1.5|2.8|3.9,4.3|3.04|7.66|7.91|4.33|6.96|1.32|2.93
pasta|bread|coffee|rice|candy|lettuce|hummus|carrot|crackers,1.4|4.1|1.7|1.1|2.9|1.7|3.9|1.1|2.6,7.8|4.61|9.12|2.9|6.4|1.67|8.23|1.01|4.05
apple|chicken|rice|coffee|pasta|salami|pretzels|salmon|turkey_slices|wine,1.5|1.1|4.1|1.9|1.0|1.0|4.5|1.9|4.8|1.1,1.81|9.4|2.41|6.17|2.77|8.45|4.32|14.54|5.2|7.98
coffee|bread|apple|cheese|turkey|detergent|pasta|ice_cream|chocolate|soda|ham,2.9|2.7|1.1|1.7|3.4|4.1|3.0|2.1|2.8|2.1|4.5,10.17|3.07|2.84|7.48|14.03|7.74|4.16|6.71|4.55|7.33|4.03
cheese|milk|pasta|chicken|candy|toilet_paper|soda|salami,3.2|4.9|3.8|2.2|2.5|3.1|3.7|4.6,6.47|3.41|5.52|6.98|2.46|6.44|6.18|5.94
coffee|pasta|milk|chicken|vinegar|wine,3.5|2.5|2.8|4.7|1.9|4.0,9.3|4.65|5.41|10.2|5.13|1.22
cheese|apple|bread|salmon|hummus|olives,4.4|1.7|2.3|5.0|4.5|2.1,3.57|2.9|1.5|9.58|4.78|4.53
rice|coffee|pasta|chicken|carrot|salt|toilet_paper|sugar,4.4|4.1|2.4|1.4|1.8|1.8|2.4|1.2,5.28|9.66|7.46|7.17|2.74|5.34|11.45|3.87
cheese|rice|apple|milk|toothpaste|coffee|croissant|vinegar|dessert|cake|pasta,4.3|1.4|1.2|3.3|3.4|1.1|2.1|3.0|1.3|3.5|2.7,7.22|1.73|2.16|4.56|3.06|2.86|1.68|2.1|6.16|3.15|5.88
chicken|apple|milk|coffee|onion|olives|lettuce,2.9|2.9|2.6|1.7|2.1|2.5|1.5,8.67|1.19|7.88|11.13|1.38|7.87|2.26
milk|pasta|apple|rice|coffee|flour|dessert|ham,1.1|2.3|4.2|4.1|2.1|1.5|3.5|2.4,3.05|1.8|3.58|3.74|10.03|3.55|4.23|7.28
rice|chicken|pasta|coffee|oil|potato|water|pizza|salmon,1.9|1.6|3.1|4.8|1.3|3.9|2.2|4.5|1.4,4.87|5.64|1.65|3.88|3.24|1.59|4.43|7.48|9.63
pasta|chicken|milk|rice|cake|tuna|coffee|turkey_slices,2.9|4.4|1.3|3.2|3.9|1.8|3.4|1.9,7.04|13.29|4.64|5.06|5.4|9.42|10.54|4.01
apple|rice|coffee|bread|sugar|salt|water|croissant|ham,3.0|4.0|3.2|3.9|4.7|3.5|4.3|3.6|1.2,2.89|4.59|11.91|5.04|3.85|7.87|10.38|2.2|7.32
milk|cheese|chicken|rice|bread|apple|turkey_slices|dessert|pasta|onion|water|lettuce,1.6|2.4|1.5|4.3|2.2|3.4|1.6|2.8|3.8|4.2|4.4|1.2,2.8|6.06|5.25|3.76|5.3|3.71|8.48|6.12|5.74|1.23|2.08|1.08
coffee|bread|pasta|oil|chicken|milk,1.6|3.1|2.4|3.8|3.9|3.8,4.05|4.03|3.82|3.81|14.99|5.8
rice|coffee|bread|pretzels|berries|wine|onion,2.5|1.7|1.4|2.0|4.9|3.1|2.7,4.11|10.05|1.59|6.2|5.29|9.42|3.67
rice|apple|milk|chicken|pizza|banana|vinegar|bread,3.3|3.1|4.9|3.3|4.6|2.5|4.0|3.0,2.74|1.55|4.52|12.36|3.5|1.79|2.49|3.23
chicken|milk|cheese|wine|crackers|turkey|hummus,2.2|1.5|4.7|4.3|1.5|1.5|1.5,6.97|3.1|5.91|9.39|2.45|14.62|7.8
apple|pasta|chicken|coffee|rice|flour|turkey_slices|tomato|oil,4.8|1.7|4.4|2.1|4.2|2.4|2.3|2.6|2.2,2.74|5.36|14.46|7.85|5.78|4.89|6.74|1.5|5.15
cheese|apple|bread|chicken|crackers|bagel|olives|flour|pork,2.7|2.8|1.2|1.9|3.2|4.6|2.2|3.6|2.7,5.99|2.56|2.27|6.83|6.0|5.25|7.65|5.4|5.13
pasta|cheese|chicken|milk|apple|muffin|soda|lettuce|chocolate|salami|crackers|croissant,3.8|1.7|4.7|3.0|3.9|4.0|3.5|2.4|3.5|3.9|4.8|3.2,4.84|6.59|10.73|4.71|3.48|2.57|4.23|3.97|3.93|6.05|6.09|3.72
apple|milk|pasta|bread|coffee|detergent|cereal|pizza|beer,2.1|4.7|4.7|1.2|4.6|4.9|2.8|1.6|3.1,1.86|7.94|1.58|3.46|9.03|6.53|7.13|7.67|8.25
chicken|milk|pasta|rice|ham|dinner|butter|tea,1.6|3.2|2.3|2.6|4.5|3.5|3.6|4.4,11.09|4.1|6.81|3.04|4.09|7.71|3.61|4.65
bread|coffee|rice|pasta|milk|olives|yogurt|beer|dessert,3.6|4.0|1.7|4.8|4.7|2.2|3.1|3.1|4.0,5.72|9.51|6.44|3.04|5.53|7.79|2.3|7.73|9.1
coffee|bread|apple|chicken|oil|ice_cream|yogurt|salmon|cookies|shampoo,4.7|1.2|1.3|4.1|3.5|2.0|3.1|2.4|2.0|1.1,1.6|2.13|1.61|5.13|6.41|4.17|6.25|10.15|2.77|5.17
chicken|cheese|coffee|rice|toothpaste|milk|toilet_paper|juice|salami|tomato,1.8|2.3|2.0|5.0|1.5|4.6|1.9|1.2|4.1|3.9,13.61|6.23|3.09|3.89|11.23|7.22|6.73|8.29|4.04|2.68
cheese|pasta|chicken|rice|pizza|onion|crackers|butter|dinner,2.7|2.1|1.1|2.8|3.1|2.3|1.6|4.4|3.2,5.85|2.75|8.89|6.46|3.67|1.89|2.35|4.75|9.0
chicken|cheese|pasta|coffee|rice|milk|bread|turkey|tuna|oil|apple,1.7|1.3|3.4|2.2|1.4|4.5|1.0|3.3|1.2|4.8|1.4,12.44|2.92|1.76|2.72|6.57|3.71|2.3|5.41|14.66|4.12|2.65
rice|bread|cheese|apple|nuts|soap|pasta|pretzels,1.9|3.2|2.0|1.2|1.2|2.9|4.4|2.7,5.82|4.23|7.8|3.04|2.85|10.61|3.18|2.52
milk|pasta|bread|lettuce|dessert|coffee|beef,3.8|2.0|1.8|4.8|1.7|1.4|2.5,5.25|7.25|4.2|1.33|7.28|3.57|5.44
milk|coffee|bread|apple|salmon|cream|vegetables|banana|butter,2.2|3.0|1.0|4.6|4.5|2.4|2.1|4.0|1.1,6.58|9.57|5.78|2.09|11.28|5.34|8.84|1.8|2.86
apple|milk|bread|coffee|toothpaste|tea|hummus|wine,2.1|1.9|4.4|3.0|2.3|3.8|5.0|3.2,3.49|6.84|3.86|1.56|4.44|5.41|5.4|8.04
bread|rice|pasta|cheese|bagel|soda|milk|soap,2.8|4.4|3.9|3.9|1.1|3.9|4.0|3.7,4.83|7.34|3.22|2.42|1.91|1.46|4.8|9.48
pasta|coffee|cheese|apple|onion|muffin|wine,3.3|3.4|3.0|1.8|3.0|4.1|1.8,5.62|11.64|4.6|2.03|1.74|1.57|7.6
milk|coffee|bread|cheese|butter|candy|turkey_slices|oil|salt,2.0|2.1|4.8|2.3|1.5|3.5|3.1|1.5|2.4,3.2|3.35|2.88|4.31|3.32|3.74|8.05|5.16|4.0
milk|chicken|pasta|soap|carrot|apple|pizza,3.8|2.3|3.1|3.8|2.3|3.8|1.0,2.98|5.2|2.84|8.19|1.51|3.84|5.87
chicken|milk|apple|rice|tomato|croissant|turkey|vegetables|wine,1.5|3.7|1.8|2.7|1.9|1.4|3.7|3.6|4.9,10.68|3.3|1.33|5.67|1.28|5.59|13.16|9.73|8.39
coffee|apple|cheese|crackers|lettuce|toothpaste|salmon,3.7|1.2|3.5|1.5|2.2|3.9|2.1,8.12|3.45|4.51|3.05|1.82|3.53|9.31
bread|milk|cheese|apple|onion|beer|candy|vegetables,3.3|4.7|4.2|2.5|4.6|2.2|2.1|2.4,2.04|2.83|6.59|2.49|3.19|7.82|6.0|8.6
chicken|rice|coffee|cheese|pasta|juice|tea|vinegar|salami|butter,4.1|2.1|4.9|1.3|2.0|1.2|3.5|2.9|4.6|1.7,8.96|2.22|5.26|3.42|3.7|6.08|5.63|3.79|5.73|7.2
chicken|coffee|pasta|apple|rice|turkey|cheese|bread|detergent|sugar,3.7|4.0|4.5|3.3|4.4|2.7|3.6|2.2|1.9|3.6,13.67|1.35|3.51|1.51|5.23|14.57|6.71|2.23|6.39|7.0
rice|pasta|cheese|apple|yogurt|onion|detergent|tea|beef|salmon,4.8|4.1|3.4|4.7|3.5|4.7|2.8|4.3|1.4|4.5,4.37|1.8|4.93|2.98|2.11|3.21|3.82|11.64|10.5|5.22
bread|pasta|cheese|milk|salami|tomato|paper_towels|beef|banana,2.6|4.7|4.5|3.9|2.8|1.7|1.5|2.6|3.7,3.23|6.93|6.35|4.55|8.19|2.72|7.31|7.79|3.01
cheese|pasta|chicken|bread|crackers|vinegar|muffin|oil|yogurt|paper_towels,1.9|1.8|4.8|3.9|2.9|1.2|3.3|1.6|4.4|4.5,4.18|5.0|10.82|3.51|6.69|4.85|4.28|4.38|4.03|8.25
rice|coffee|chicken|cheese|apple|candy|flour|beer|pizza|tomato,1.8|1.7|2.5|1.9|2.0|1.3|1.9|4.2|2.0|4.9,4.09|6.21|7.0|4.92|1.24|6.62|4.03|3.66|6.7|3.33
cheese|milk|pasta|chicken|crackers|paper_towels|shampoo|butter,3.0|2.2|4.9|5.0|4.8|1.6|2.6|1.7,5.75|6.57|2.76|13.53|5.34|7.43|9.69|7.46
chicken|cheese|coffee|pasta|bread|beer|soda|ham|nuts|tuna,2.3|1.1|3.5|2.5|3.3|2.6|3.1|3.1|2.9|1.5,7.41|4.1|1.31|5.91|4.55|11.97|3.95|5.18|3.97|14.22
cheese|bread|coffee|milk|potato|soda|vegetables|turkey_slices,2.7|2.3|2.7|3.2|2.4|3.1|2.0|2.2,3.97|3.09|7.03|2.29|2.97|1.7|5.19|6.8
coffee|chicken|pasta|bread|rice|orange|potato|apple|candy|cereal|tomato,1.0|2.5|4.5|3.1|2.5|3.5|4.6|2.0|4.5|4.1|3.5,2.84|8.33|7.43|5.09|6.52|2.78|3.4|3.14|5.04|7.95|1.63
rice|cheese|bread|paper_towels|cereal|cookies|ham,4.5|3.6|2.3|1.3|4.2|3.5|1.6,2.86|3.78|2.55|8.13|3.95|4.84|6.73
apple|chicken|cheese|rice|detergent|ham|salmon|toothpaste,3.8|1.5|4.5|2.3|1.1|2.0|1.3|2.1,1.55|13.74|5.44|7.16|5.99|5.67|6.49|7.51
rice|bread|chicken|pasta|vegetables|chocolate|onion|tuna|milk,1.4|2.3|4.9|4.2|1.9|2.3|1.3|3.6|2.1,4.28|3.37|14.93|7.26|3.18|4.71|1.28|7.57|7.57
bread|milk|coffee|rice|cheese|nuts|tomato|olives|cream|soda|cake,3.8|1.4|3.2|3.3|2.8|2.3|4.8|2.5|2.7|2.0|1.5,3.99|6.31|11.45|4.92|5.34|3.68|3.7|8.23|5.66|10.95|4.82
rice|coffee|cheese|pasta|bread|chips|vegetables|chicken|bagel|beer|carrot,3.7|4.1|2.5|2.7|1.9|1.4|3.5|3.2|2.1|2.9|4.4,6.69|7.76|4.29|5.12|1.86|6.43|7.98|5.08|3.29|4.97|2.12
milk|rice|chicken|pasta|bread|potato|onion|tea|turkey_slices|chips,2.2|4.0|2.0|1.5|2.0|3.6|4.1|3.5|4.2|1.7,7.71|4.64|5.06|5.7|4.18|3.34|1.26|2.71|4.35|6.78
chicken|apple|bread|cheese|dinner|olives|lettuce,3.5|2.8|2.1|2.1|1.6|3.5|4.2,13.8|1.05|5.63|7.37|6.62|5.22|1.67
bread|pasta|chicken|coffee|water|banana|vegetables|shampoo|turkey|wine|cereal,1.0|2.9|2.0|3.2|2.3|2.6|2.1|3.2|1.4|4.3|1.6,2.76|4.77|12.78|3.41|9.56|2.65|9.24|9.95|12.28|8.63|5.74
chicken|coffee|milk|rice|detergent|croissant|beef|vegetables|dinner,4.3|2.6|1.9|3.4|3.4|1.1|3.1|3.9|3.6,10.24|4.19|5.49|1.73|4.88|4.81|11.82|9.71|5.67
bread|pasta|rice|olives|salt|oil|tea,3.4|1.8|2.6|2.9|1.5|4.6|3.3,5.53|5.11|7.06|4.34|3.62|2.5|1.47
rice|bread|chicken|soap|tomato|chips|butter|orange,2.9|1.2|3.7|4.7|2.1|2.5|1.2|3.3,2.31|3.82|10.52|10.99|1.89|2.25|4.19|1.03
milk|apple|chicken|rice|cheese|orange|salmon|paper_towels|pork|salt,1.2|4.3|1.5|2.4|2.1|4.7|3.6|2.1|2.0|1.2,3.19|2.97|7.63|3.42|4.37|1.12|7.38|3.23|5.23|4.17
pasta|rice|apple|milk|cheese|pork|soap|croissant|banana|pretzels,3.0|2.8|3.1|2.2|4.3|3.8|2.2|2.2|1.4|1.5,6.38|3.2|3.3|3.5|7.07|13.69|8.88|4.1|3.57|6.75
cheese|coffee|chicken|carrot|butter|soap|vegetables,4.5|1.1|2.0|1.2|1.4|3.6|1.9,5.17|2.54|12.82|3.92|5.35|11.58|6.93
cheese|rice|milk|chocolate|cookies|pasta|yogurt|dinner|pork|turkey,1.5|3.1|3.4|1.3|3.3|1.4|2.2|3.2|2.9|4.3,3.22|7.19|7.08|4.12|5.78|6.04|2.42|9.15|11.05|11.5
apple|bread|coffee|milk|cheese|flour|chicken|beer|orange|dinner,4.4|2.5|1.6|3.7|4.9|2.5|4.0|4.2|2.4|1.9,2.62|3.48|7.53|6.42|4.0|3.37|12.57|5.93|1.57|6.2
rice|cheese|chicken|coffee|chocolate|dessert|turkey_slices,1.5|4.1|2.0|2.6|2.2|1.6|4.3,7.68|2.05|13.55|6.59|3.32|6.97|8.43
milk|chicken|apple|cereal|bagel|wine|chips,1.3|3.1|4.8|2.6|4.1|4.1|3.1,6.34|6.74|1.32|2.59|4.13|5.63|5.22
rice|pasta|chicken|coffee|cheese|tea|detergent|salmon|ice_cream|chocolate|flour|shampoo,4.9|3.7|3.4|4.3|3.8|3.9|4.0|2.9|4.3|2.1|3.6|2.4,1.85|6.92|11.18|4.62|7.83|4.56|4.3|14.68|4.32|2.65|6.57|10.15
