items,quantities,unit_utilities
wine|tomato|toothpaste|salt|onion|pork|cream,2.8|3.4|2.2|4.5|1.5|2.2|3.8,6.08|2.64|6.12|4.96|1.03|13.4|5.69
tomato|paper_towels|rice|pizza,1.0|3.9|1.8|2.9,1.94|8.63|1.92|9.32
onion|butter|pizza|tea|bagel|tomato|chicken,2.9|1.4|4.8|2.3|2.8|1.7|4.4,3.66|2.89|5.06|10.26|4.68|3.53|14.88
juice|toilet_paper|candy|onion|hummus|lettuce|crackers,4.5|1.9|2.6|4.8|1.2|4.2|2.8,2.73|4.76|4.43|2.47|6.66|3.12|5.78
cream|oil|olives|pork,2.5|3.0|2.4|4.3,7.03|2.71|8.85|6.02
ham|salmon|salt|oil|beef|butter|vinegar,1.2|2.6|1.6|3.9|1.1|4.5|2.2,7.84|13.83|2.66|5.31|13.23|4.62|6.64
cream|cheese|pretzels|yogurt|turkey|bagel|muffin,3.3|4.8|3.8|2.1|1.3|1.9|3.9,7.52|2.26|5.12|5.69|12.33|3.0|3.25
chocolate|cheese|salmon|orange|pretzels,2.7|3.0|2.8|3.5|3.0,3.83|2.42|14.78|3.83|3.68
shampoo|juice|detergent|vegetables|ham,2.0|4.6|2.7|1.2|4.3,8.85|7.77|9.65|8.54|7.8
carrot|turkey|bread|nuts|detergent|cereal|soda,2.6|4.4|3.3|3.2|2.1|3.2|2.7,3.11|9.49|3.84|3.46|5.61|4.67|7.83
hummus|lettuce|nuts|yogurt|olives|juice,1.1|4.7|4.5|3.5|3.6|2.1,9.21|2.52|6.99|4.99|8.01|8.95
shampoo|detergent|milk|water|dessert,1.3|3.2|2.9|1.6|2.7,9.73|8.17|4.85|8.78|9.54
turkey|beef|muffin|apple,1.0|1.1|3.1|2.6,13.12|12.53|2.61|2.13
shampoo|cereal|toothpaste|tuna|dinner|chocolate|croissant,1.3|3.4|2.4|2.0|3.3|1.1|1.4,10.59|7.56|8.04|6.8|7.9|4.87|3.68
lettuce|potato|flour|onion|pizza|pretzels|toilet_paper,3.5|2.1|4.7|3.6|3.6|1.9|2.9,2.05|3.3|4.61|2.86|6.18|5.95|6.32
paper_towels|detergent|soda|chicken|toothpaste|cereal,3.3|3.8|3.4|3.9|1.2|3.0,5.78|10.7|4.48|6.48|6.85|3.1
orange|rice|cereal,3.5|2.2|2.1,1.87|7.32|3.45
soda|water|flour|muffin|paper_towels|hummus,2.3|1.8|4.2|3.0|2.2|3.7,9.39|11.84|4.33|4.31|11.2|8.48
vegetables|toothpaste|tomato|cream|flour|yogurt|hummus,4.4|2.2|1.3|2.7|2.8|4.8|3.7,6.48|4.92|3.12|5.76|2.69|3.91|4.83
wine|butter|toothpaste|pretzels|banana|dinner|tea,3.0|1.9|4.4|2.3|1.2|2.6|2.9,11.89|5.52|10.31|6.59|1.1|4.81|6.13
olives|banana|vinegar|berries|lettuce|dinner|hummus,4.3|2.0|3.2|3.8|4.9|4.7|4.3,9.32|3.85|6.59|7.76|1.39|5.05|9.38
ham|pasta|chocolate|milk|nuts|yogurt|wine|beer,1.4|4.6|2.1|1.2|3.9|1.7|3.8|3.5,5.1|2.56|3.55|7.78|2.03|2.56|11.25|10.93
chocolate|butter|tea|pizza|pasta|turkey_slices|shampoo|muffin,1.2|3.7|2.8|4.5|2.0|2.0|3.9|1.2,6.67|2.75|8.65|6.76|2.49|9.22|11.31|4.58
beef|toilet_paper|croissant|yogurt|pizza|sugar|candy,3.8|1.4|4.2|2.7|2.1|1.1|4.7,6.14|6.79|1.86|4.56|3.42|2.15|3.21
tomato|salami|juice|muffin|berries|olives|tuna,4.5|2.2|3.3|3.1|1.7|2.4|1.5,1.91|8.13|11.51|1.7|7.82|7.32|8.84
salami|vinegar|cookies|dinner|dessert|sugar,4.7|4.8|4.7|3.5|2.7|1.5,9.52|7.75|2.32|4.34|7.33|3.2
tomato|cookies|oil|sugar|pasta|bread,3.3|3.4|4.0|3.6|4.5|1.3,3.3|5.89|4.78|6.89|6.95|5.89
olives|banana|water|pizza,4.4|3.0|2.2|1.7,5.29|1.3|8.54|5.76
olives|chicken|potato|toilet_paper|croissant|soda|rice,4.4|2.1|3.6|3.9|1.5|3.6|2.5,6.23|8.13|3.82|3.84|5.32|5.09|6.87
shampoo|tuna|olives|soap|flour|milk|chocolate,2.9|2.3|2.7|3.7|1.5|2.5|2.2,9.72|7.1|7.24|5.32|6.73|3.07|2.64
potato|pretzels|soda|olives|pizza|tomato|vegetables,4.1|4.4|3.2|4.7|1.6|1.1|3.9,1.79|5.43|1.44|8.52|5.48|2.83|4.03
hummus|nuts|tea|rice|yogurt|pizza|milk,1.7|1.7|2.5|1.5|2.2|3.6|1.1,5.69|6.9|3.17|7.25|6.12|5.76|4.3
detergent|pretzels|juice|beer|pizza|coffee,4.7|3.3|4.0|2.5|4.3|3.9,11.9|3.44|8.83|2.7|5.26|9.88
yogurt|dinner|berries|onion|apple|juice,3.3|2.3|2.2|2.6|1.3|1.1,7.97|3.68|3.79|2.89|3.44|9.53
oil|cookies|detergent|dinner|milk,3.9|3.4|1.3|4.9|3.5,3.75|3.58|5.8|7.74|6.61
cookies|rice|olives|tea|water|pork,1.8|4.5|2.2|3.8|2.7|2.3,5.44|5.43|5.23|8.26|1.88|12.93
chicken|nuts|vegetables|pizza,1.1|2.5|1.3|4.0,14.41|3.12|6.2|7.43
detergent|coffee|cereal|salt|soda,3.4|3.6|3.7|2.0|4.0,8.0|8.85|4.71|4.07|5.08
juice|nuts|pretzels|sugar|rice|lettuce|onion|apple,1.9|2.6|2.4|2.7|1.7|2.2|2.3|2.5,4.91|6.6|4.51|4.71|4.46|3.8|2.46|3.3
pork|cake|vinegar|lettuce|tea|candy,4.0|2.9|1.2|4.5|4.2|1.5,10.68|5.44|2.44|2.18|2.7|6.57
cheese|pizza|ham|salmon|orange|vinegar,3.9|3.4|2.0|4.9|2.1|2.3,7.82|3.4|8.18|10.45|2.05|2.58
turkey_slices|water|detergent|cream|paper_towels|dinner,2.2|3.8|3.0|2.5|2.8|1.5,9.93|9.65|5.29|7.81|4.46|4.61
dessert|muffin|orange|pork|apple|olives,2.9|1.7|4.9|4.3|4.2|3.1,6.15|3.55|2.17|6.35|3.42|7.06
butter|hummus|detergent|shampoo,4.9|2.5|1.6|3.3,7.31|4.97|11.53|4.49
lettuce|soap|pork|flour|rice|tomato|hummus,2.9|2.8|4.0|2.3|3.9|4.0|4.8,2.61|7.96|10.42|3.2|3.51|3.69|7.38
beef|paper_towels|hummus,2.1|1.2|3.0,7.84|8.5|4.32
vinegar|lettuce|crackers|tea|juice|apple|water|butter,3.2|3.8|1.9|2.9|1.6|2.3|4.7|2.3,2.75|2.55|3.43|11.26|7.26|3.46|11.19|6.21
coffee|candy|cake|cream|yogurt|tomato|dinner,4.0|1.9|4.4|3.0|1.4|2.6|4.3,1.64|5.42|3.73|7.5|7.58|3.85|8.39
pizza|pretzels|pasta|toothpaste|candy|tomato|lettuce|soda,2.3|2.1|3.5|1.3|4.0|4.9|4.7|4.1,5.04|5.08|5.09|4.22|5.59|2.28|3.72|8.05
toilet_paper|lettuce|ham|detergent|bagel,3.5|3.6|4.4|4.0|2.5,9.56|3.31|4.96|3.58|2.42
sugar|salami|potato|olives|pizza,1.8|3.6|4.9|4.5|3.6,2.29|7.73|2.83|4.73|7.45
toilet_paper|carrot|flour|wine,4.7|3.3|1.7|3.4,11.35|2.93|5.48|6.15
coffee|chocolate|milk|turkey,1.9|1.0|2.3|1.6,1.87|4.75|2.48|8.4
nuts|apple|toilet_paper|dessert,1.9|4.0|2.5|2.4,4.07|3.58|6.64|5.05
potato|detergent|water,4.2|3.9|2.4,2.06|11.69|4.09
turkey_slices|juice|banana|muffin|tea,1.5|1.4|3.7|4.8|2.5,8.3|9.21|3.63|4.69|11.17
sugar|pasta|detergent|toilet_paper|cake|toothpaste,3.0|2.7|3.9|3.5|1.6|4.8,2.27|2.19|8.0|6.31|1.81|7.16
oil|turkey_slices|turkey|beef|beer|pasta|olives,1.0|2.9|3.2|4.4|2.2|1.2|4.2,1.91|7.15|7.4|8.29|11.87|4.38|4.18
cookies|banana|shampoo|toothpaste,2.7|2.7|2.8|3.3,4.52|2.25|6.38|8.39
salami|coffee|flour|detergent,5.0|2.0|3.3|1.3,6.96|6.32|3.87|5.4
toothpaste|tea|tomato|coffee|olives|flour|cereal,1.5|3.0|5.0|4.1|3.9|4.7|4.1,4.98|2.56|2.83|7.61|6.05|5.68|5.08
onion|croissant|bread|dinner|turkey|flour|apple,3.9|4.7|3.1|3.3|2.5|4.6|2.7,2.08|5.91|4.6|4.85|5.32|7.49|2.46
vinegar|shampoo|water|ice_cream,3.2|3.8|4.0|1.0,3.14|8.5|4.81|4.07
oil|vinegar|hummus|salami|ice_cream|juice,3.3|1.7|4.8|4.9|1.8|3.8,4.6|3.4|8.53|7.9|5.58|8.69
vinegar|soap|croissant|muffin|pizza|cereal|chicken|flour,3.3|3.3|3.9|1.1|4.3|3.9|3.7|3.0,6.19|10.03|3.93|4.62|8.43|7.46|8.19|6.83
pasta|tuna|pork|carrot|beef|salt|vinegar,3.4|2.6|1.5|1.8|4.2|3.3|3.7,2.38|9.17|8.16|1.28|12.39|6.28|2.17
dessert|hummus|rice|butter|soap|crackers,3.5|2.7|1.3|2.2|3.8|2.6,4.99|9.55|6.55|3.1|6.04|5.13
chicken|dessert|nuts|lettuce|pretzels,2.2|1.1|1.6|4.0|1.4,14.36|4.35|4.69|1.47|2.6
dessert|chocolate|tuna|onion,3.3|2.1|4.9|3.2,3.24|2.63|13.84|2.5
ice_cream|juice|paper_towels|potato|yogurt|toothpaste|crackers|coffee,4.7|3.2|1.8|4.8|1.0|3.8|1.8|4.5,6.13|8.62|10.52|2.9|4.86|5.26|3.52|4.1
water|beer|pork|paper_towels|croissant|bagel,3.7|1.9|2.4|4.1|4.6|1.4,10.45|6.85|10.14|3.9|3.45|1.87
carrot|cookies|paper_towels|pasta|milk|ice_cream|detergent|potato,4.4|3.1|2.5|3.7|3.0|1.4|4.4|2.1,1.1|2.38|11.23|3.01|2.7|2.06|4.5|1.19
pretzels|salmon|chips|tomato|shampoo,2.9|1.6|4.4|3.9|4.2,4.48|10.04|2.07|3.05|11.75
ham|candy|tomato|onion|berries|olives,2.5|3.4|4.9|2.2|1.2|4.0,9.84|2.87|2.52|3.34|6.92|7.26
paper_towels|pasta|orange|pizza|cream|salt|turkey,3.9|4.8|2.3|3.1|2.5|2.9|2.2,3.84|4.25|3.94|7.91|4.39|7.91|6.52
milk|salmon|turkey|vinegar|yogurt,4.3|4.7|3.9|4.4|3.1,5.09|14.21|7.76|6.67|4.01
wine|bread|dessert|water|chips|toilet_paper|coffee|turkey,4.8|3.2|2.9|3.3|4.4|1.3|1.3|2.9,2.39|3.27|6.05|2.47|4.72|11.85|5.52|12.31
pork|salmon|soda|sugar|vegetables,4.9|4.8|4.8|4.1|1.6,8.66|10.17|11.9|3.19|7.35
candy|rice|cake|toothpaste|soda,3.2|1.4|3.4|3.2|4.4,2.34|3.16|4.23|4.5|3.86
cereal|cake|wine|hummus|flour|sugar,3.0|4.6|1.7|2.7|1.2|3.9,5.88|5.88|9.43|6.1|5.06|5.56
dinner|yogurt|salami|wine|beef|flour,2.8|3.7|4.7|3.7|2.1|1.4,9.05|5.02|7.43|9.67|8.69|5.84
beef|rice|nuts|beer|dessert|salt,4.2|2.5|1.9|2.6|2.4|4.4,6.22|2.75|3.98|3.63|8.28|5.22
cake|pizza|salt|detergent,2.9|2.8|4.8|3.6,5.89|3.51|7.77|3.53
flour|rice|cake|vegetables,2.4|1.6|3.1|2.5,7.16|7.15|5.26|4.41
paper_towels|pasta|cereal|soda|tea,4.6|1.3|1.5|1.1|3.5,6.75|5.85|6.03|8.28|8.97
toilet_paper|onion|soda|dessert|juice|flour|detergent,2.7|2.6|3.7|2.0|3.9|2.6|3.8,4.39|3.66|4.55|4.07|6.36|1.97|10.28
tuna|salami|pizza|olives|apple|crackers|cheese,4.7|2.3|4.2|3.5|1.2|4.2|1.8,12.23|9.71|5.61|6.7|2.81|3.0|3.32
bagel|turkey|ham|orange|wine|muffin|juice,3.2|4.9|1.7|4.6|1.9|3.8|2.0,2.47|6.14|7.46|2.64|5.43|4.95|2.46
pizza|tea|chicken|dinner,3.3|1.1|3.5|4.4,8.6|8.91|8.08|9.36
crackers|potato|pork|turkey,3.5|1.6|4.3|4.9,5.24|2.72|6.2|9.65
milk|dessert|lettuce|ham|ice_cream|water,3.0|1.4|3.4|4.5|1.0|4.0,4.0|3.78|2.67|6.62|7.37|1.83
vegetables|cookies|orange|ham,4.5|1.6|4.5|1.5,6.5|5.71|1.32|4.42
pasta|turkey_slices|beer|flour|candy,4.2|3.5|2.4|3.7|2.9,5.04|6.52|2.83|6.94|3.15
yogurt|beer|chicken|turkey_slices|hummus,4.1|3.8|4.4|4.9|4.1,2.62|2.87|5.7|6.94|6.06
cereal|yogurt|croissant|chocolate|crackers|ice_cream,2.2|3.3|1.5|2.7|1.6|2.7,6.82|7.88|1.93|5.64|2.97|6.08
tomato|lettuce|juice|banana|paper_towels,2.1|2.5|3.0|5.0|4.4,3.76|3.92|1.58|2.55|4.57
salami|cereal|pretzels|shampoo|olives|tomato|toilet_paper,2.6|2.6|2.4|1.1|1.1|4.9|2.0,7.54|3.34|5.09|10.54|7.81|1.93|7.86
vinegar|chips|milk|toothpaste|berries|tea|sugar,4.8|2.3|1.1|2.0|2.5|3.3|4.9,3.06|3.35|2.67|7.86|7.17|6.19|4.11
orange|dinner|hummus|cake,3.2|1.9|4.1|2.9,1.22|8.54|5.21|2.93
salmon|dessert|crackers|tea|candy|ice_cream|bagel|milk,1.2|1.8|2.0|3.9|2.3|4.9|1.0|3.2,5.8|8.7|5.9|4.51|3.58|5.17|3.31|2.45
shampoo|vinegar|lettuce|potato,4.6|3.5|2.6|4.2,4.77|7.65|1.12|1.8
pretzels|soap|potato,1.2|1.8|4.8,5.32|11.02|2.45
crackers|banana|olives|lettuce|berries|tuna,3.7|3.1|3.2|2.3|4.9|2.1,5.5|1.49|9.83|3.37|4.02|12.53
coffee|chocolate|muffin|ice_cream|turkey,1.4|4.8|3.4|4.4|1.7,8.52|2.43|5.34|5.27|5.48
soap|pork|vinegar|cheese|turkey_slices|milk,4.4|1.5|3.1|2.9|3.9|4.3,3.36|8.52|7.91|7.62|5.9|7.46
ice_cream|salt|candy|bagel|berries|beef|shampoo,4.1|1.1|1.2|1.2|4.5|2.7|1.3,7.35|2.45|5.37|5.77|6.23|7.67|4.84
beer|paper_towels|water|turkey|salmon|ham|orange,2.2|1.2|1.7|4.7|2.7|2.9|2.6,2.44|11.51|4.24|14.72|5.74|6.53|1.94
butter|orange|rice|crackers|beef|lettuce|candy,3.0|4.8|2.5|1.3|3.0|4.3|2.9,2.5|1.52|2.3|5.04|14.42|3.63|5.39
rice|onion|pasta|crackers|salmon,4.8|2.5|3.8|2.1|2.8,4.55|2.93|3.4|5.11|11.11
cream|water|vinegar,2.6|4.8|3.6,4.71|11.36|5.21
vinegar|pork|turkey|pizza|dinner|chocolate|lettuce,3.6|3.1|5.0|1.4|1.9|1.1|4.9,6.84|13.87|11.07|3.26|8.85|4.68|3.89
olives|ice_cream|crackers|tea|hummus|coffee|vegetables,3.7|2.2|1.6|3.7|3.2|1.8|2.6,5.32|6.24|4.83|2.87|8.05|8.23|6.23
tea|banana|chocolate|shampoo|ice_cream,2.8|1.8|3.6|3.9|3.6,4.84|2.39|6.28|10.43|7.74
bread|dessert|turkey_slices|juice|berries|vinegar,4.0|3.3|2.8|2.3|4.8|3.0,2.16|7.74|5.77|9.37|4.1|6.81
beef|butter|berries|rice|pizza,4.2|4.6|2.3|3.1|2.6,12.72|5.34|9.13|5.4|4.62
cereal|chips|crackers|shampoo|sugar|salt,1.4|3.4|4.2|3.7|1.5|4.3,2.48|3.79|2.16|11.41|2.24|2.88
cheese|salmon|ham|juice|chips|berries|yogurt,3.4|3.2|3.9|2.3|4.7|1.2|2.3,5.92|14.11|8.98|11.87|2.75|8.22|2.29
vegetables|dinner|tuna|onion,2.9|2.0|4.1|2.2,5.49|8.92|12.51|2.36
salmon|bread|pretzels|toothpaste|shampoo|salt,1.5|1.1|2.9|4.3|1.0|2.6,8.49|2.91|4.93|9.36|11.71|3.42
pretzels|toilet_paper|salmon|croissant|ice_cream|tea,4.1|2.3|3.2|1.5|4.9|1.8,5.2|8.46|5.99|1.76|7.03|10.18
ham|milk|salt|pretzels|chicken|sugar,3.1|4.2|3.5|1.2|2.3|2.5,8.83|4.64|5.64|5.14|7.86|4.92
onion|ice_cream|sugar|ham|turkey_slices|olives|hummus,3.5|3.7|4.3|4.8|1.8|4.9|3.2,2.27|6.44|6.79|9.05|6.44|6.88|7.63
berries|pretzels|chips|cream|water,3.2|2.5|2.0|4.0|4.5,7.54|4.22|5.75|2.54|7.9
cake|muffin|cheese|vegetables|pasta|butter|tomato|bread,2.8|1.6|3.2|2.3|1.5|3.9|2.1|2.8,1.84|3.64|3.8|5.36|6.49|5.22|3.97|4.73
banana|toilet_paper|flour|nuts|oil|detergent|berries,2.2|4.4|3.7|3.6|1.3|4.3|4.9,2.61|6.75|6.36|5.54|5.84|9.77|3.07
potato|hummus|cake|pork|toilet_paper,3.5|1.6|4.8|2.0|1.4,2.41|7.25|1.81|14.93|8.92
berries|salami|turkey|olives|flour|wine|bagel,3.5|4.2|3.1|2.5|4.6|1.1|1.1,3.08|8.14|10.79|6.09|5.78|7.52|3.8
tuna|nuts|oil|bread|cookies|coffee|muffin,2.2|3.9|4.3|4.5|4.3|4.2|3.1,13.4|6.43|2.56|1.99|5.94|7.46|4.75
yogurt|chicken|water|pretzels|butter|dinner|olives|salt,2.6|4.9|4.7|4.1|1.1|4.5|2.5|1.9,7.26|10.71|4.59|5.8|6.37|3.43|8.55|3.56
banana|vegetables|carrot|shampoo|muffin|sugar|salmon,3.5|4.8|1.2|4.0|1.0|1.1|4.8,3.0|9.52|3.19|6.16|4.14|7.66|13.13
tuna|pizza|cream|turkey|carrot|pasta|banana|shampoo,1.6|1.3|4.2|4.4|3.0|4.3|4.5|4.2,9.64|6.83|5.93|6.59|2.61|3.65|1.47|7.82
detergent|pasta|turkey_slices|chicken|sugar|pretzels,1.0|3.7|1.4|2.6|1.4|2.3,4.74|2.04|5.42|8.24|2.34|6.86
pasta|wine|turkey|vegetables|cream|soda|cereal,3.2|1.9|3.3|1.9|2.8|4.8|4.6,2.2|8.2|9.45|9.27|4.53|11.65|6.18
beer|chips|tuna|tomato|berries,3.0|3.9|4.9|1.2|3.7,1.97|3.16|6.93|2.52|6.36
water|tuna|chocolate|juice|chicken|beef|banana,2.2|2.2|1.1|4.4|2.4|3.9|1.1,5.35|5.6|6.36|8.27|10.33|6.2|1.74
bagel|dessert|vegetables|apple|cheese|carrot|vinegar,1.7|4.9|1.9|3.8|4.1|3.8|1.9,3.03|6.98|3.87|2.73|7.51|3.2|2.54
oil|cereal|juice|pretzels|yogurt|potato,2.5|2.0|3.7|3.1|1.3|4.2,3.5|2.28|4.15|6.96|4.15|1.56
ham|vegetables|chicken|candy|rice|oil,2.8|2.2|3.8|3.8|1.9|1.8,7.06|4.79|13.69|6.33|5.12|5.08
cake|pork|water|flour|candy,3.3|1.1|3.3|4.9|4.0,5.34|5.98|9.93|2.14|4.39
ham|orange|salami|flour|salt,2.3|1.6|4.6|2.2|2.2,4.34|4.0|8.98|7.64|6.42
bagel|tea|sugar|onion|croissant,3.5|3.8|4.9|4.4|4.2,3.78|1.22|4.35|2.51|2.04
croissant|turkey|yogurt|bread|toilet_paper|soda|beef|ice_cream,1.7|1.7|3.3|4.7|1.9|3.5|3.7|1.9,2.65|9.92|4.79|3.29|6.9|9.25|5.92|2.84
salt|cereal|dinner|juice,1.7|4.3|4.3|3.6,1.7|2.07|9.66|8.93
tea|ham|flour|banana,3.9|1.1|3.6|3.9,3.73|4.18|2.8|1.1
flour|pork|olives|dinner|turkey|rice,3.2|1.1|1.6|3.7|2.0|2.9,7.77|6.03|4.15|8.82|13.09|5.04
salt|yogurt|salami|soap,1.3|2.8|4.6|3.2,2.44|2.97|7.62|9.86
cookies|bagel|tomato|carrot|pork|ice_cream,2.8|3.4|3.5|3.5|4.5|1.6,3.36|4.13|3.25|1.72|6.94|2.4
carrot|hummus|crackers|soda|dinner|toilet_paper,1.6|1.1|3.9|4.2|1.7|4.5,3.6|8.55|5.66|3.2|3.71|6.31
soap|turkey_slices|tuna|yogurt|milk,1.7|4.1|4.8|3.0|2.3,3.4|8.41|8.99|6.95|6.35
apple|juice|ice_cream|chips|pizza,2.8|3.6|4.1|3.0|2.7,1.14|3.7|4.02|4.45|6.45
juice|turkey_slices|ham|cereal,3.0|1.3|3.7|1.0,9.01|6.76|7.18|1.74
salmon|potato|croissant|chicken|pretzels|juice|beef,1.3|3.2|2.5|4.5|3.6|1.5|1.7,5.45|1.81|3.15|11.2|2.8|6.31|8.12
soda|soap|muffin|bagel|turkey|salami|rice,2.6|3.3|3.0|2.4|2.2|2.1|4.0,5.95|11.66|4.75|4.73|6.69|8.37|3.19
apple|toothpaste|beer,1.4|4.4|4.2,1.5|3.87|8.27
toothpaste|dessert|juice|toilet_paper|hummus|chips|flour,2.8|3.3|4.3|3.6|1.4|4.5|1.4,8.76|5.83|11.24|3.99|6.22|3.5|2.01
vegetables|hummus|cookies|apple|pretzels,1.1|1.2|1.8|2.2|2.3,6.09|6.03|5.03|2.87|6.35
turkey_slices|cereal|milk|chicken|flour|chips,4.1|2.7|3.8|2.4|2.5|4.2,8.49|5.94|7.38|10.55|2.06|6.75
vinegar|dinner|tuna|onion|turkey|nuts|coffee|chicken,2.3|4.4|3.2|2.4|2.6|2.6|2.2|3.6,6.39|7.53|11.82|1.06|14.72|2.49|10.93|10.99
crackers|detergent|beef|juice,2.7|3.8|1.2|3.5,5.35|3.85|5.45|8.74
salami|dinner|cake|beef|nuts|onion,4.6|2.9|4.7|3.0|4.6|2.9,9.55|6.25|2.5|14.72|6.32|1.25
shampoo|tuna|pork|potato|nuts|soap|juice|detergent,3.5|2.8|4.4|4.3|3.7|3.5|2.5|3.1,4.04|8.7|10.54|1.51|2.2|9.45|2.85|6.48
orange|dinner|pasta|cereal|olives|toilet_paper|wine,2.2|1.2|3.7|2.3|4.1|3.0|1.6,2.49|6.94|4.1|5.84|9.5|7.43|7.02
salmon|cake|toothpaste,3.0|3.3|3.7,14.0|1.55|8.45
toilet_paper|paper_towels|soda|tuna,2.4|4.2|4.2|3.7,7.06|11.88|7.92|12.06
salmon|apple|cake|beer|carrot|butter,4.0|2.7|2.2|1.1|1.1|2.4,12.62|3.55|2.18|1.16|2.79|6.43
salt|flour|paper_towels|croissant,4.2|4.9|2.9|4.6,1.58|2.8|7.66|4.56
butter|bread|cake|nuts|flour,3.3|3.1|2.1|1.6|2.0,2.38|2.99|2.11|4.89|3.4
nuts|beer|vegetables,1.4|1.4|1.8,2.76|2.68|8.59
yogurt|beer|ham|vegetables|beef|pretzels|dinner|salmon,4.0|1.7|1.7|3.9|4.4|3.1|2.4|2.0,4.6|7.88|8.36|9.47|11.41|2.3|8.62|6.33
onion|crackers|chicken|tuna|berries,3.8|3.1|4.9|2.0|1.1,1.79|6.06|5.45|6.71|8.91
carrot|apple|toothpaste|tea|bagel|candy,4.5|1.7|3.7|2.9|2.7|3.9,3.32|2.47|7.45|11.23|4.0|6.5
vinegar|vegetables|lettuce|soda|orange|turkey|wine|apple,2.3|2.3|3.6|1.3|3.3|3.6|1.2|4.3,7.75|5.29|1.0|8.27|3.54|7.44|6.11|1.89
vegetables|soap|chicken|pizza|toothpaste,3.0|4.8|2.1|1.1|2.7,4.31|4.33|7.78|7.26|3.62
salt|apple|rice|hummus|sugar,4.4|3.2|3.4|1.7|4.9,6.39|1.97|2.67|5.88|5.92
pork|bread|ham|pasta|coffee|berries|soap,2.6|3.1|2.1|3.0|2.1|3.4|3.1,8.19|5.02|6.66|4.11|11.24|7.74|6.67
chips|cake|bread|tuna,2.1|3.1|4.1|2.9,2.18|2.59|4.57|9.93
chips|coffee|chocolate|nuts|turkey|olives|potato,3.0|3.2|4.3|1.7|4.7|4.1|2.6,2.81|5.32|5.4|3.21|14.2|8.88|1.94
tomato|tea|oil|dessert|toothpaste|banana|beer|cookies,3.9|4.4|2.9|4.0|1.2|2.9|4.2|3.4,1.2|3.97|1.71|9.29|10.6|2.37|10.51|5.67
toothpaste|flour|candy|ice_cream|lettuce,2.5|3.8|3.9|4.7|4.1,10.29|6.91|5.37|4.73|2.29
carrot|wine|tomato|potato|onion|beer,1.3|4.3|1.2|4.7|4.2|1.6,3.06|6.87|2.2|3.07|3.33|7.63
yogurt|cereal|beef|sugar|bagel|banana|dinner,3.7|3.7|2.9|1.4|4.5|1.9|1.5,2.73|3.17|8.68|2.96|1.97|2.05|5.66
sugar|chips|milk|dessert|carrot,2.9|1.2|4.8|1.5|4.3,3.35|4.54|4.95|9.97|1.49
toothpaste|nuts|shampoo|paper_towels|chips|salt|salami,2.9|1.4|2.2|2.2|2.1|1.9|4.4,6.1|4.54|5.43|7.3|3.97|7.0|7.55
olives|pork|paper_towels|milk|salt|chips,1.9|2.9|1.8|3.4|2.0|4.7,4.49|6.04|8.97|3.55|7.97|6.87
juice|sugar|toilet_paper|tomato|bread|beef|vinegar|turkey,2.9|2.4|2.9|3.4|3.8|1.2|4.0|3.8,1.28|5.44|8.88|2.69|4.28|14.1|6.07|5.88
ice_cream|yogurt|cereal|onion|lettuce|soda|berries|turkey,3.6|4.7|1.7|4.7|3.7|2.3|3.4|3.1,3.12|4.86|6.97|1.22|2.27|7.77|5.7|5.2
pizza|orange|pretzels|potato|vegetables|pork,2.4|3.2|2.1|1.5|2.5|3.4,8.34|1.09|3.64|1.19|3.8|13.77
turkey_slices|beer|cake|muffin|cheese|sugar|candy,1.7|1.1|1.6|4.8|2.1|2.6|2.8,9.63|6.9|5.08|2.8|7.44|5.68|4.92
chocolate|cheese|turkey|yogurt|ice_cream|bagel,1.9|1.9|4.9|2.2|1.1|2.5,3.95|2.36|11.17|6.71|4.43|2.83
coffee|lettuce|pretzels|toothpaste|beef|carrot|nuts,1.6|3.8|4.4|4.5|4.6|2.9|4.5,7.64|1.25|2.64|3.64|6.3|2.02|2.37
apple|beef|soda|butter|bread,2.2|3.4|2.3|3.0|2.3,3.83|14.41|8.54|6.35|2.36
pizza|beef|flour|vinegar|turkey_slices|nuts|bread,1.2|1.4|3.5|1.5|4.4|3.5|1.4,6.65|5.61|4.96|2.26|6.68|2.65|2.21
dinner|pasta|pork|coffee,4.6|2.3|4.8|1.3,8.0|5.99|6.33|4.15
hummus|rice|salami|banana|chips|beef,1.5|4.4|2.2|1.0|2.9|3.2,9.42|3.81|7.32|1.64|4.49|5.27
salmon|ham|pizza|rice|candy,4.9|2.9|2.8|1.8|4.2,11.21|4.09|6.24|4.19|2.55
paper_towels|cream|bread|soap|tea|salami,1.6|4.0|4.8|4.8|1.1|1.2,10.97|5.53|4.17|8.08|5.77|6.04
cereal|butter|pizza,3.0|3.4|2.2,6.4|4.74|7.13
onion|cake|nuts|candy,2.5|4.8|1.7|2.5,2.04|4.1|6.85|2.1
bagel|chocolate|toothpaste|potato|carrot|shampoo|tea,2.9|4.5|2.0|4.2|2.3|3.8|1.4,5.34|6.26|4.35|2.95|2.66|4.59|2.3
pizza|water|crackers|olives|hummus|rice,3.0|4.8|3.1|4.3|1.3|4.5,5.87|9.24|6.48|5.07|9.43|3.68
water|apple|butter|sugar|croissant,2.0|1.1|1.2|1.6|3.1,9.38|3.09|2.9|3.03|1.63
lettuce|detergent|berries|olives,2.4|3.1|3.4|4.1,3.41|3.84|7.92|6.41
